"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_main_page","TestMainPage","","","test_error_small_balance","
        Попытка купить, если недостаточный баланс.
        "
"skipped","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_main_page","TestMainPage","","","test_buy_empty_basket","
        Попытка купить, если корзина пуста.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_login_page","TestLoginPage","","","test_login_with_invalid_user","
        Попытка авторизации с ошибкой в поле Email.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_register_page","TestRegisterPage","","","test_invalid_email_registration","
        Регистрация с невалидным email.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_login_page","TestLoginPage","","","test_non_existent_user","
        Попытка авторизации незарегистированного пользователя.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_balance_page","TestBalancePage","","","test_empty_card_name","
        Пополнение баланса без заполнения имени держателя карты.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_register_page","TestRegisterPage","","","test_invalid_password_registration","
        Регистрация с разными паролями.
        "
"broken","Mon Apr 25 17:48:24 GMT 2022","Mon Apr 25 17:48:24 GMT 2022","0","test","test_balance_page","TestBalancePage","","","test_balance_transfer","
        Пополнение баланса.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_register_page","TestRegisterPage","","","test_valid_registration","
        Успешная регистрация.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_register_page","TestRegisterPage","","","test_short_password_registration","
        Регистрация с паролем < 7 симвлов.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_main_page","TestMainPage","","","test_add_product_to_basket","
        Открываем главную страницу и проверяем, что карточки продуктов доступны для добавления в корзину.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_balance_page","TestBalancePage","","","test_empty_checkbox","
        Пополнение баланса без принятия правил(чекбокс).
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_login_page","TestLoginPage","","","test_successful_login","
        Успешная авторизация пользователя.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_login_page","TestLoginPage","","","test_login_with_empty_password","
        Попытка авторизации с незаполненым паролем.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_login_page","TestLoginPage","","","test_login_with_invalid_password","
        Попытка авторизации с невалидным паролем.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_balance_page","TestBalancePage","","","test_empty_card_number","
        Пополнение баланса без заполнения номера карты.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_balance_page","TestBalancePage","","","test_empty_money","
        Пополнение баланса без заполнения суммы.
        "
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_main_page","TestMainPage","","","test_success_shopping","Успешная покупка"
"broken","Mon Apr 25 17:48:26 GMT 2022","Mon Apr 25 17:48:26 GMT 2022","0","test","test_balance_page","TestBalancePage","","","test_empty_card_date","
        Пополнение баланса без заполнения даты действия карты.
        "
